rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
13,SHRIPISTON.NS,2026-07-13,4185.10009765625,4194.8249918619795,3758.9583265516494,3666.3719970703123,3293.8533610026043,3136.6850036621095,4165.659820732974,2297.412275557539,4421.5,True,True,True,True,True,True,True,True,False,71.2022700504763,noise,58.21204134098522,False,False,False,False,,Auto Components,Auto Components & Equipments,95.08336896109448,True,True,18435.29,28.28,67572.0,0.1534,67.8,38.8,96.5,83.3,77.9,70.45454545454545,actionable,unknown,1.0,70.9,A
14,SHILPAMED.NS,2026-07-13,630.2000122070312,599.6374969482422,557.8333324856228,529.5879992675781,401.1129994710287,392.53337478637695,606.2412554990419,259.5,634.0,True,True,True,True,True,True,True,True,False,48.742005179724444,noise,29.643085384427163,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,91.0218041898247,True,True,12325.57,69.19,1097856.0,0.5613,79.1,56.9,74.8,98.8,42.4,79.54545454545455,actionable,unknown,1.0,70.8,A
15,NEOGEN.NS,2026-07-13,2150.0,1992.7166849772136,1937.2833387586807,1868.4139990234376,1485.653331298828,1459.0454989624022,2022.179207599256,966.7000122070312,2164.89990234375,True,True,True,True,True,True,True,True,False,35.39133367243687,green,105.86678698281789,False,False,True,False,,Chemicals & Petrochemicals,Specialty Chemicals,86.48995297135528,True,True,5887.06,25.71,119576.0,0.4367,68.5,59.7,65.0,98.6,84.2,59.09090909090909,actionable,unknown,1.0,70.7,A
16,SPORTKING.NS,2026-07-13,192.52999877929688,180.00833129882812,179.39388868543836,171.4893994140625,129.14106638590494,121.72644969940185,182.5302901959828,78.16999816894531,198.5,True,True,True,True,True,True,True,True,False,70.74949805912134,ppv,254.9899477029981,False,False,True,False,,Textiles & Apparels,Other Textile Products,95.0406156477127,True,True,2450.34,9.63,500347.0,0.3931,65.1,55.4,90.0,94.0,80.6,45.45454545454545,actionable,unknown,1.0,70.5,A
17,LAURUSLABS.NS,2026-07-13,1558.5999755859375,1509.241678873698,1437.3277859157986,1393.979423828125,1160.4520682779948,1105.5738482666015,1510.3667051523396,773.7406282481397,1565.4000244140625,True,True,True,True,True,True,True,True,False,96.55576196804365,noise,83.75351400585869,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.57973492945703,True,True,84203.3,340.23,2182920.0,0.4041,62.0,57.5,75.1,99.1,59.5,79.54545454545455,actionable,unknown,1.0,70.2,A
18,GAYAPROJ.NS,2026-07-13,21.950000762939453,21.447500069936115,21.391666730244953,20.50960006713867,15.829066664377848,14.670599937438965,21.443977087304013,7.699999809265137,26.0,True,True,True,True,True,True,True,True,False,165.73850066237642,ppv,198.1957145996185,False,False,False,False,,Construction,Civil Construction,98.71740059854639,True,True,1019.14,1.34,608631.0,0.1311,67.3,58.8,92.5,62.8,50.0,86.36363636363636,watch — approaching pivot,unknown,1.0,69.9,B
19,EMCURE.NS,2026-07-13,1793.300048828125,1833.1000061035156,1773.08888414171,1749.1479956054689,1589.1339982096354,1532.8044995117189,1817.9593391734243,1234.4473129104058,1944.0,True,True,True,True,True,True,True,False,False,42.82375180635558,noise,42.3601843494094,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,89.43993159469858,True,True,34015.34,43.21,240971.0,0.127,58.5,63.8,91.5,78.5,50.0,79.54545454545455,watch — approaching pivot,unknown,1.0,69.8,B
20,WABAG.NS,2026-07-13,2205.699951171875,2113.0416463216147,1829.4861212836372,1716.2600073242188,1418.2260042317707,1416.6475024414062,2124.8099824941737,1033.0,2253.5,True,True,True,True,True,True,True,True,False,49.02461099492235,red,100.31823215137838,False,False,False,False,,Other Utilities,Water Supply & Management,91.15006412997008,True,True,13767.42,145.05,657618.0,1.0536,69.4,37.5,96.5,89.8,68.8,65.9090909090909,actionable,unknown,1.0,69.7,B
21,KODYTECH.NS,2026-07-10,1216.75,1094.5958353678386,989.9027743869358,939.8969982910156,861.5929988606771,821.4154995727539,1113.8143378586942,556.0499877929688,1237.699951171875,True,True,True,True,True,True,True,True,False,62.25496204653582,ppv,1110.2756892230577,True,False,True,False,,IT - Software,Computers - Software & Consulting,93.75801624625909,True,True,4525.38,5.66,15945.0,0.1251,85.4,28.2,93.8,96.6,37.4,84.0909090909091,actionable,unknown,1.0,69.4,B
22,STYLAMIND.NS,2026-07-13,3245.5,3221.558349609375,3131.5194430881074,2980.922001953125,2466.626009114583,2338.867007446289,3209.5240361963947,1594.0999755859375,3357.300048828125,True,True,True,True,True,True,True,True,False,99.4162826420891,noise,83.12007219417237,False,False,False,False,,Consumer Durables,Plywood Boards/ Laminates,96.83625480974776,True,True,5503.96,16.36,50421.0,0.2973,68.7,62.7,62.5,87.3,50.0,88.63636363636364,watch — approaching pivot,unknown,1.0,68.8,B
23,MAYURUNIQ.NS,2026-07-13,855.1500244140625,849.8041636149088,802.5972205268013,752.2820007324219,600.9900002034506,579.0472497558594,846.4360463964944,471.20001220703125,907.0,True,True,True,True,True,True,True,True,False,50.33441379969679,noise,21.106950684681102,False,False,False,False,,Consumer Durables,Leather And Leather Products,91.32107738349721,True,True,3715.85,24.07,281436.0,0.6477,58.0,58.5,52.5,82.6,83.2,88.63636363636364,actionable,unknown,1.0,68.4,B
24,GOLDIAM.NS,2026-07-13,374.54998779296875,343.9124984741211,336.0510414971246,324.81075073242187,281.8449129231771,280.80175552368166,348.7746070692224,198.75,393.6499938964844,True,True,True,True,True,True,True,True,False,46.3503816532195,red,206.6697415095396,False,False,False,False,,Consumer Durables,"Gems, Jewellery And Watches",90.46601111586148,True,True,5639.12,50.01,1335266.0,0.8869,77.8,67.4,43.5,84.3,50.0,88.63636363636364,watch — approaching pivot,unknown,1.0,67.8,B
25,RBLBANK.NS,2026-07-13,380.6000061035156,367.4874954223633,361.68194410536023,353.6640008544922,324.20500040690104,319.36800048828127,370.38190806931374,242.36866167193014,382.1000061035156,True,True,True,True,True,True,True,True,False,46.57305375998077,noise,90.91377285334971,False,False,False,False,,Banks,Private Sector Bank,90.50876442924327,True,True,58938.12,207.44,5450211.0,0.352,47.9,63.8,77.0,93.2,100.0,36.36363636363637,actionable,unknown,1.0,67.8,B
26,SYRMA.NS,2026-07-13,1431.699951171875,1403.2416687011719,1289.094455295139,1220.1130065917969,938.4496691894532,909.0112518310547,1405.4664262213923,620.351693642141,1517.699951171875,True,True,True,True,True,True,True,True,False,120.78812522354623,noise,39.59515302504677,False,True,False,False,,Industrial Manufacturing,Industrial Products,97.52030782385634,True,True,27578.12,224.37,1567162.0,0.8136,66.3,60.3,91.5,82.7,50.0,56.81818181818182,watch — approaching pivot,unknown,1.0,67.7,B
27,RADICO.NS,2026-07-13,4045.39990234375,3996.7083536783853,3712.99166531033,3646.9439892578125,3176.9913248697917,3166.425496826172,4008.79247495894,2500.0,4161.7998046875,True,True,True,True,True,True,True,True,False,53.60835943075213,noise,41.07557292933296,False,False,False,False,,Beverages,Breweries & Distilleries,92.00513039760581,True,True,54201.24,169.15,418127.0,0.3121,55.6,62.5,86.5,88.4,54.6,63.63636363636363,actionable,unknown,1.0,67.5,B
28,GNA.NS,2026-07-13,529.25,463.75416564941406,409.5083312988281,402.7624938964844,387.561220703125,368.3851393127441,471.3269562107865,289.7233688082436,537.0,True,True,True,True,True,True,True,True,False,65.85049659619659,ppv,546.052710648185,True,False,True,False,,Auto Components,Auto Components & Equipments,94.31380932022232,True,True,2272.11,14.74,278571.0,0.6489,86.7,51.3,97.5,97.1,0.0,70.45454545454545,extended,unknown,1.0,67.4,B
29,RPTECH.NS,2026-07-13,778.3499755859375,770.4750061035156,661.1958380805122,622.9400030517578,456.88233439127606,425.024500579834,765.0965341686244,274.03069500955513,812.8499755859375,True,True,True,True,True,True,True,True,False,156.06519775473595,noise,30.364787376508858,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.46088071825567,True,True,5129.3,94.14,1209468.0,1.8353,72.5,54.7,94.0,85.5,50.0,47.72727272727273,watch — approaching pivot,unknown,1.0,67.3,B
30,MANGLMCEM.NS,2026-07-13,965.4000244140625,929.9125010172526,878.6583336724175,878.3919970703125,835.7356656901042,812.9902487182617,935.7304440817845,679.3499755859375,974.9500122070312,True,True,True,True,True,True,True,True,False,29.516952006687625,noise,69.0839848595771,False,False,True,False,,Cement & Cement Products,Cement & Cement Products,83.62548097477554,True,True,2654.59,7.75,80229.0,0.2918,61.8,63.8,96.5,98.0,65.9,20.454545454545457,actionable,unknown,1.0,67.2,B
31,JNKINDIA.NS,2026-07-13,504.95001220703125,492.5125045776367,457.35833316379126,430.6109997558594,310.4010000610352,303.5176503753662,494.78723936208957,200.9199981689453,534.0,True,True,True,True,True,True,True,True,False,55.49611828311676,noise,20.779700570165904,False,False,False,False,,Industrial Manufacturing,Industrial Products,92.56092347156904,True,True,2825.39,63.52,1258023.0,2.2483,72.6,49.4,50.0,83.1,100.0,56.81818181818182,actionable,unknown,1.0,66.9,B
32,INDOTECH.NS,2026-07-13,3396.39990234375,3162.4583129882812,2820.5777655707466,2751.5079931640626,1944.353330078125,1888.992996826172,3167.425689836358,1100.0,3469.5,True,True,True,True,True,True,True,True,False,78.94625407501317,green,107.66823367842807,False,False,True,False,,Electrical Equipment,Heavy Electrical Equipment,95.46814878153057,True,True,3606.98,24.8,73011.0,0.6875,89.4,55.3,86.5,95.8,0.0,72.72727272727273,extended,unknown,1.0,66.9,B
33,HAPPYFORGE.NS,2026-07-13,1593.0,1535.941670735677,1454.4722290039062,1438.06400390625,1274.3040010579427,1204.1169998168946,1543.0883228449957,862.0499877929688,1600.0,True,True,True,True,True,True,True,True,False,70.71333911846453,noise,39.21612072342261,False,False,True,False,,Industrial Products,Castings & Forgings,94.9978623343309,True,True,15034.53,18.42,115614.0,0.1225,73.3,47.1,70.0,99.1,94.3,27.27272727272727,actionable,unknown,1.0,66.8,B
34,SONACOMS.NS,2026-07-13,670.8499755859375,651.0499979654948,619.1160108778212,608.5394116210938,542.3818003336588,522.9755381774902,657.305931187093,399.8350028638013,682.2000122070312,True,True,True,True,True,True,True,True,False,48.15316142892401,noise,77.41589540832047,False,False,False,False,,Auto Components,Auto Components & Equipments,90.89354424967935,True,True,41729.21,148.63,2215574.0,0.3562,78.8,57.5,77.5,90.7,24.9,70.45454545454545,actionable,unknown,1.0,66.4,B
35,RAIN.NS,2026-07-13,213.41000366210938,194.4000040690104,192.4416677686903,180.59140075683592,148.68279998779298,142.6429500579834,199.94508084570202,99.9000015258789,218.89999389648438,True,True,True,True,True,True,True,True,False,46.86649949175465,green,116.91690137896427,False,False,True,False,,Chemicals & Petrochemicals,Petrochemicals,90.55151774262505,True,True,7177.95,143.09,6705084.0,1.9935,65.0,47.6,55.0,95.0,91.1,59.09090909090909,actionable,unknown,1.0,66.3,B
36,NAM-INDIA.NS,2026-07-13,1215.300048828125,1192.5333251953125,1132.9575093587239,1115.2868481445312,964.1624686686198,938.6215768432617,1196.2247236904059,763.9435329333959,1233.5,True,True,True,True,True,True,True,True,False,54.96140532960789,noise,44.057302940142236,False,False,False,False,,Capital Markets,Asset Management Company,92.43266353142369,True,True,77693.63,132.28,1088483.0,0.1703,54.7,57.5,50.4,91.0,96.7,61.36363636363637,actionable,unknown,1.0,66.1,B
37,TORNTPHARM.NS,2026-07-13,4951.10009765625,4763.4167073567705,4561.24169921875,4514.0437890625,4210.999415690104,4061.2114184570314,4810.459924453524,3278.5595394910847,4973.0,True,True,True,True,True,True,True,True,False,48.938653497204456,ppv,153.6257085388985,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,91.0645575032065,True,True,167567.73,225.16,454772.0,0.1344,63.8,57.5,81.0,99.1,21.4,79.54545454545455,actionable,unknown,1.0,65.9,B
38,TMB.NS,2026-07-13,801.0999755859375,759.0083312988281,744.2819298638237,727.772587890625,640.4630423990885,596.0250845336914,771.6970046595308,405.09227596916213,812.5,True,True,True,True,True,True,True,True,False,86.29610573207454,noise,87.77619798809172,False,False,False,False,,Banks,Private Sector Bank,95.72466866182128,True,True,12685.53,37.45,467536.0,0.2953,75.5,57.2,48.1,91.2,94.2,36.36363636363637,actionable,unknown,1.0,65.7,B
39,PRIVISCL.NS,2026-07-13,3621.800048828125,3641.0166829427085,3458.402777777778,3403.982001953125,3099.3993391927083,3041.7600061035155,3624.6811100493087,2173.199951171875,3760.0,True,True,True,True,True,True,True,False,False,52.43234873073852,noise,44.68853609676667,False,True,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,91.7058572039333,True,True,14147.73,36.8,101594.0,0.2601,56.7,73.8,71.4,86.6,50.0,59.09090909090909,watch — approaching pivot,unknown,1.0,65.7,B
40,MANAPPURAM.NS,2026-07-13,331.75,329.3625030517578,320.03472306993274,317.6504608154297,296.5733831787109,292.39176132202147,331.8174614562441,244.06989380600746,347.8999938964844,True,True,True,True,True,True,True,False,False,27.76352735417291,noise,68.4251448812841,False,False,False,False,,Finance,Non Banking Financial Company (NBFC),83.19794784095768,True,True,31162.48,124.32,3747473.0,0.3989,30.8,57.5,83.2,84.7,100.0,52.27272727272727,actionable,unknown,1.0,65.6,B
41,FEDERALBNK.NS,2026-07-13,332.5,328.8708267211914,314.7999996609158,307.2589996337891,286.57133443196614,271.7820008850098,328.7432728900468,183.99616636888095,336.5,True,True,True,True,True,True,True,True,False,56.39478509884699,noise,37.48008909106498,False,False,True,False,,Banks,Private Sector Bank,92.68918341171441,True,True,82014.54,381.31,11468012.0,0.4649,58.1,55.0,60.0,97.6,96.9,36.36363636363637,actionable,unknown,1.0,65.1,B
42,TALBROAUTO.NS,2026-07-13,403.95001220703125,412.4166666666667,376.5638893975152,363.1059997558594,299.34246541341145,296.83662643432615,406.1690563783343,219.89999389648438,435.0,True,True,True,True,True,True,True,False,False,39.17080421332151,noise,33.0972278424202,False,False,False,False,,Auto Components,Auto Components & Equipments,88.15733219324497,True,True,2493.51,14.59,361191.0,0.5851,58.1,58.3,78.4,79.7,50.0,70.45454545454545,watch — approaching pivot,unknown,1.0,65.0,B
43,SPAL.NS,2026-07-13,1124.800048828125,1125.9500020345051,946.0680541992188,904.3719982910156,779.1343326822916,767.8859997558594,1123.8237051754934,600.0,1221.9000244140625,True,True,True,True,True,True,True,True,False,35.74123380899334,noise,27.923389714483804,False,False,False,False,,Textiles & Apparels,Garments & Apparels,86.61821291150063,True,True,2827.62,28.79,255960.0,1.0182,58.8,37.5,79.5,78.1,100.0,45.45454545454545,actionable,unknown,1.0,64.8,B
44,HONASA.NS,2026-07-13,472.25,461.4250030517578,427.41250186496313,406.9350018310547,332.18733439127607,320.5002508544922,462.51222019233603,248.39999389648438,478.79998779296875,True,True,True,True,True,True,True,True,False,58.84628973777875,noise,21.486493369940522,False,False,True,False,,Personal Products,Personal Care,93.07396323215049,True,True,15396.49,122.15,2586505.0,0.7933,80.1,51.8,70.9,97.3,0.0,93.18181818181817,extended,unknown,1.0,64.8,B
45,SKYGOLD.NS,2026-07-13,623.2000122070312,565.6374944051107,531.2708316379124,514.1199993896485,405.16199869791666,387.04374908447267,583.5675828800214,246.0500030517578,638.0,True,True,True,True,True,True,True,True,False,96.93474108615764,noise,34.88084546115263,False,True,False,False,,Consumer Durables,"Gems, Jewellery And Watches",96.62248824283883,True,True,9651.74,92.47,1483814.0,0.9581,83.0,55.7,72.0,89.4,0.0,88.63636363636364,extended,unknown,1.0,64.7,B
46,PIXTRANS.NS,2026-07-13,1853.4000244140625,1808.1499938964844,1669.9388902452256,1634.0359985351563,1498.7973299153646,1487.2069982910157,1791.1635311392697,1220.0999755859375,1930.0,True,True,True,True,True,True,True,True,False,20.010074709034086,noise,33.727484376914596,False,False,False,False,,Industrial Products,Rubber,79.73492945703292,True,True,2525.29,16.11,86930.0,0.638,52.7,53.9,86.5,86.1,85.1,27.27272727272727,actionable,unknown,1.0,64.1,B
47,SMSPHARMA.NS,2026-07-13,399.79998779296875,406.2124989827474,384.1666666666667,390.9959997558594,367.7070003255208,346.90855018615724,404.47104724820156,207.70523539173377,447.79998779296875,True,True,True,True,True,True,True,False,False,66.63814454141345,red,126.72455624953668,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,94.3565626336041,True,True,3744.21,16.08,402169.0,0.4294,65.3,55.4,47.5,72.6,71.7,79.54545454545455,actionable,unknown,1.0,64.1,B
48,SIGMAADV.NS,2026-07-13,582.9500122070312,565.0916595458984,500.22499593098956,448.9829974365234,272.47773325602213,249.34755012512207,561.574230231204,95.52999877929688,638.0999755859375,True,True,True,True,True,True,True,True,False,465.1478464212889,green,128.6741564131425,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,99.82898674647285,True,True,10273.89,26.92,461831.0,0.262,69.6,30.0,90.4,76.7,50.0,75.0,watch — approaching pivot,unknown,1.0,64.1,B
49,HFCL.NS,2026-07-13,214.6300048828125,215.18583170572916,195.87333255343967,181.3079998779297,109.44720003763835,100.71470022201538,214.60717785000594,59.81999969482422,229.5,True,True,True,True,True,True,True,True,False,160.53061704172373,noise,22.511142842594005,False,False,False,False,,Telecom - Services,Telecom - Infrastructure,98.58914065840104,True,True,32844.05,1136.67,52959691.0,3.4608,69.7,38.1,57.5,81.0,50.0,97.72727272727273,watch — approaching pivot,unknown,1.0,63.8,B
50,IOLCP.NS,2026-07-13,169.08999633789062,153.88916651407877,138.26722208658853,129.5395999145508,95.28604949951172,95.21769821166993,158.5218856433574,67.07081715721031,177.89999389648438,True,True,True,True,True,True,True,True,False,89.01745644672702,noise,51.104406561957575,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,95.98118854211202,True,True,4963.26,87.07,5149351.0,1.7543,78.1,51.9,86.5,84.1,0.0,79.54545454545455,extended,unknown,1.0,63.6,B
51,IDEAFORGE.NS,2026-07-13,907.5,849.7375030517578,867.9569464789497,845.9570007324219,580.7766670735678,555.9805003356934,867.3538957309365,366.0,992.25,True,True,True,True,True,True,True,True,False,54.15321576056884,ppv,43.54758595747937,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,92.26165027789654,True,True,3938.21,123.18,1357377.0,3.1279,51.9,57.5,75.7,76.9,50.0,75.0,watch — approaching pivot,unknown,1.0,63.5,B
52,SBC.NS,2026-07-13,42.16999816894531,41.99833329518636,39.843055725097656,38.39960029602051,33.13626668294271,30.865050029754638,41.97963573131017,15.050000190734863,45.0,True,True,True,True,True,True,True,True,False,173.83116372420977,noise,55.416761136053275,False,False,False,False,,Textiles & Apparels,Garments & Apparels,98.84566053869175,True,True,2008.09,53.77,12750809.0,2.6777,67.7,63.8,71.5,81.4,50.0,45.45454545454545,watch — approaching pivot,unknown,1.0,63.3,B
53,ROSSTECH.NS,2026-07-13,1025.25,978.2166646321615,1005.83472527398,980.5370043945312,808.4543351236979,781.1282525634765,992.7771522269127,455.9747461789683,1122.0,True,True,True,True,True,True,True,True,False,117.73496192906974,green,106.42498206990227,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,97.3492945703292,True,True,3879.57,19.45,189680.0,0.5013,63.8,47.1,72.5,76.8,50.0,75.0,watch — approaching pivot,unknown,1.0,63.2,B
54,RICOAUTO.NS,2026-07-13,131.4600067138672,133.68666712443033,131.88555484347873,127.71499923706055,122.1823996480306,115.65564975738525,133.12846621870733,65.40713375710308,157.0,True,True,True,True,True,True,True,False,False,69.65318855295865,dry,18.228405733506886,False,False,False,False,,Auto Components,Auto Components & Equipments,94.7413424540402,True,True,1778.46,39.47,3002543.0,2.2194,59.5,61.6,72.5,61.5,50.0,70.45454545454545,watch — approaching pivot,unknown,1.0,62.7,B
55,RRKABEL.NS,2026-07-13,2374.800048828125,2332.1416625976562,2226.0808987087676,2141.085300292969,1673.8175236002605,1586.0407397460938,2294.401367512395,1158.7465736666888,2549.0,True,True,True,True,True,True,True,True,False,78.72972148117823,green,119.92139095556833,False,False,False,False,,Industrial Products,Cables - Electricals,95.382642154767,True,True,26860.3,172.93,728198.0,0.6438,64.3,57.5,94.0,80.3,50.0,27.27272727272727,watch — approaching pivot,unknown,1.0,62.5,B
56,TEXINFRA.NS,2026-07-13,114.0,112.4450003306071,104.70055622524686,103.3340005493164,99.31293370564778,98.94445014953614,112.81261636209982,82.5,118.0,True,True,True,True,True,True,True,True,False,10.78167535563892,noise,44.43349735170189,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,74.34801197092776,True,True,1452.66,1.62,142012.0,0.1114,30.1,65.6,78.5,87.2,82.2,43.18181818181818,actionable,unknown,1.0,62.5,B
57,SATIN.NS,2026-07-13,267.19000244140625,252.27749888102213,237.8730549282498,231.34619903564453,178.69913330078126,171.45224975585938,254.6140214291903,133.00999450683594,270.8900146484375,True,True,True,True,True,True,True,True,False,61.181151930388175,ppv,112.93164702723217,False,False,True,False,,Finance,Microfinance Institutions,93.58700299273194,True,True,2938.77,29.46,1102417.0,1.0023,75.1,58.5,90.0,97.3,0.0,52.27272727272727,extended,unknown,1.0,62.4,B
