rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
23,NGLFINE.NS,2026-07-10,3193.60009765625,3106.3333333333335,2935.9944593641494,2774.7800146484374,2198.039332682292,2009.885,3139.309423509484,1173.8127642927202,3329.0,True,True,True,True,True,True,True,True,False,157.4618146776813,noise,24.806531604874348,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.53479853479854,True,True,1973.01,5.99,18753.0,0.3035,68.5,68.3,46.9,85.9,100.0,57.95454545454546,actionable,unknown,1.0,69.8,B
24,AVALON.NS,2026-07-10,1768.0999755859375,1747.941670735677,1657.1527811686199,1557.5340014648436,1152.6403361002604,1134.0522525024414,1730.4037660095582,777.2999877929688,1853.0,True,True,True,True,True,True,True,True,False,107.69411499344801,noise,35.96954321717326,False,True,False,False,,Electrical Equipment,Other Electrical Equipment,97.19169719169719,True,True,11812.99,92.08,520773.0,0.7795,67.1,48.8,51.4,84.8,100.0,79.54545454545455,actionable,unknown,1.0,69.5,B
25,JNKINDIA.NS,2026-07-10,509.3500061035156,490.05833689371747,454.0986107720269,428.08499938964843,308.6108665974935,302.48340034484863,492.528845396547,200.9199981689453,534.0,True,True,True,True,True,True,True,True,False,55.915712526014175,noise,40.494528118680726,False,False,False,False,,Industrial Manufacturing,Industrial Products,92.83679283679284,True,True,2850.01,64.08,1258023.0,2.2483,83.3,49.4,50.0,84.8,100.0,57.95454545454546,actionable,unknown,1.0,69.4,B
26,MAYURUNIQ.NS,2026-07-10,833.5499877929688,844.3624928792318,798.4236094156901,746.5130004882812,598.6063334147135,577.3804995727539,844.4996068370349,471.20001220703125,907.0,True,True,True,True,True,True,True,False,False,47.07517450586109,noise,34.50767706589766,False,False,False,False,,Consumer Durables,Leather And Leather Products,90.55759055759056,True,True,3621.99,23.46,281436.0,0.6477,55.2,58.5,52.5,77.8,100.0,84.0909090909091,actionable,unknown,1.0,69.1,B
27,EQUITASBNK.NS,2026-07-10,82.23999786376953,77.09499931335449,74.79416698879666,73.35060028076173,66.54280006408692,64.80900007247925,78.09637399500971,50.0,83.0,True,True,True,True,True,True,True,True,False,30.6226160413839,ppv,184.52950918374714,False,False,True,False,,Banks,Other Bank,84.81888481888483,True,True,9407.4,35.41,4305413.0,0.3764,62.4,62.6,87.5,98.2,69.6,40.909090909090914,actionable,unknown,1.0,69.1,B
28,INDOTECH.NS,2026-07-10,3304.300048828125,3124.0249837239585,2790.7555474175347,2738.1599951171875,1932.5146638997396,1881.1069970703124,3116.542531501382,1100.0,3304.300048828125,True,True,True,True,True,True,True,True,False,73.78247640689821,noise,43.17001455249298,False,False,True,False,,Electrical Equipment,Heavy Electrical Equipment,94.99389499389498,True,True,3509.17,24.13,73011.0,0.6875,88.3,58.8,86.5,100.0,0.0,79.54545454545455,extended,unknown,1.0,68.9,B
29,ASTRAMICRO.NS,2026-07-10,1803.699951171875,1783.941650390625,1559.9972127278645,1437.2999853515626,1122.830995686849,1102.1249963378907,1784.1103576538735,851.0,1871.0,True,True,True,True,True,True,True,True,False,73.11371564329079,noise,41.54908749501744,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,94.83109483109483,True,True,17125.23,175.66,973884.0,1.0257,72.9,50.0,74.0,86.8,65.5,70.45454545454545,actionable,unknown,1.0,68.7,B
30,LAURUSLABS.NS,2026-07-10,1537.800048828125,1500.1916809082031,1431.352786593967,1386.1122216796875,1156.811348063151,1102.2916317749023,1499.64820061154,759.8159434822886,1555.0,True,True,True,True,True,True,True,True,False,97.94440514936542,noise,86.15081938103964,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.58119658119658,True,True,83079.58,335.69,2182920.0,0.4041,62.0,57.5,74.0,91.8,77.1,57.95454545454546,actionable,unknown,1.0,68.5,B
31,MANGLMCEM.NS,2026-07-10,964.5499877929688,926.2791646321615,875.2583329942491,877.50599609375,834.23033203125,811.9127487182617,929.137204007945,679.3499755859375,967.9500122070312,True,True,True,True,True,True,True,True,False,29.160833125328246,noise,83.7385528301216,False,False,True,False,,Cement & Cement Products,Cement & Cement Products,84.28978428978428,True,True,2652.25,7.74,80229.0,0.2918,63.3,63.8,96.5,99.3,67.0,22.727272727272727,actionable,unknown,1.0,68.2,B
32,SHILPAMED.NS,2026-07-10,627.1500244140625,594.754160563151,553.9458321465386,525.3579992675782,399.1346661376953,391.4284997558594,600.9170873417111,259.5,633.2999877929688,True,True,True,True,True,True,True,True,False,46.11900807924354,noise,47.4819542596531,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.27269027269027,True,True,12265.91,68.85,1097856.0,0.5613,76.9,57.5,74.5,98.1,48.9,57.95454545454546,actionable,unknown,1.0,68.1,B
33,ABCAPITAL.NS,2026-07-10,408.29998779296875,396.06249745686847,373.77222018771704,368.2559991455078,350.3106660970052,342.0517495727539,396.8209750081893,243.0,410.70001220703125,True,True,True,True,True,True,True,True,False,47.18817475725379,noise,68.00775536010076,False,False,False,False,,Finance,Investment Company,90.63899063899063,True,True,111703.38,176.61,4325452.0,0.1581,48.2,57.5,79.5,92.8,82.3,61.36363636363637,actionable,unknown,1.0,68.1,B
34,VIYASH.NS,2026-07-10,277.79998779296875,279.8458302815755,262.6997201707628,251.9497982788086,220.39326599121094,218.8520492553711,278.53093568490954,166.0,298.0,True,True,True,True,True,True,True,False,False,49.76547499385708,noise,57.717248088905826,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,91.29019129019129,True,True,12124.95,64.75,2330978.0,0.5341,56.9,73.5,51.2,80.4,94.8,57.95454545454546,actionable,unknown,1.0,67.9,B
35,GNA.NS,2026-07-10,475.3999938964844,456.0416666666667,405.1384455362956,400.5375720214844,386.1119852701823,367.32303482055664,458.45516870207234,289.7233688082436,482.0,True,True,True,True,True,True,True,True,False,49.021938440887155,noise,86.89012710874081,False,False,True,False,,Auto Components,Auto Components & Equipments,91.08669108669109,True,True,2040.93,13.24,278571.0,0.6489,79.2,51.6,94.0,97.3,14.2,72.72727272727273,actionable,unknown,1.0,67.8,B
36,GALAPREC.NS,2026-07-10,1187.699951171875,1147.4458414713542,1024.4208357069228,971.1440014648438,825.3280008951823,808.4402499389648,1160.0171716692564,671.2000122070312,1260.0,True,True,True,True,True,True,True,True,False,39.017965132768516,noise,29.86867654562817,False,False,False,False,,Industrial Manufacturing,Industrial Products,88.31908831908832,True,True,1522.18,9.42,79282.0,0.6186,62.7,42.4,72.5,82.5,100.0,57.95454545454546,actionable,unknown,1.0,67.7,B
37,ADANIENSOL.NS,2026-07-10,1654.0,1570.1916910807292,1526.8250088161892,1476.6680053710938,1180.3356677246093,1123.9235012817383,1598.4470687594924,744.9000244140625,1712.0,True,True,True,True,True,True,True,True,False,87.68794326241134,noise,49.852851886217394,False,True,False,False,,Power,Power Distribution,95.92999592999593,True,True,198692.15,555.86,3360676.0,0.2798,73.0,63.0,55.0,87.2,65.8,68.18181818181817,actionable,unknown,1.0,67.7,B
38,RISHABH.NS,2026-07-10,662.0999755859375,617.7333272298177,568.1861106024849,549.0679998779297,455.06666585286456,441.5697496032715,631.6626505083132,272.29998779296875,692.7999877929688,True,True,True,True,True,True,True,True,False,132.51974559646618,ppv,182.58983253634707,False,False,True,False,,Electrical Equipment,Other Electrical Equipment,97.76149776149776,True,True,2559.81,17.28,260969.0,0.675,78.6,64.3,90.0,91.1,0.0,79.54545454545455,extended,unknown,1.0,67.6,B
39,EMCURE.NS,2026-07-10,1814.4000244140625,1840.3416646321614,1770.874993218316,1749.1459936523438,1586.535331217448,1530.4229992675782,1823.43918147238,1234.0482002166511,1944.0,True,True,True,True,True,True,True,False,False,46.10670367672984,noise,35.15728971274612,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.23199023199024,True,True,34415.57,43.72,240971.0,0.127,61.4,63.8,91.5,80.7,50.0,57.95454545454546,watch — approaching pivot,unknown,1.0,67.4,B
40,HONASA.NS,2026-07-10,472.1000061035156,456.87917073567706,424.97083536783856,404.30300170898437,330.9140010579427,319.6460008239746,460.34826912396625,248.39999389648438,478.79998779296875,True,True,True,True,True,True,True,True,False,59.304874769805195,noise,34.1627265389622,False,True,True,False,,Personal Products,Personal Care,93.36589336589337,True,True,15391.6,122.11,2586505.0,0.7933,81.2,61.9,70.8,97.2,0.0,93.18181818181817,extended,unknown,1.0,67.0,B
41,SONACOMS.NS,2026-07-10,668.5499877929688,646.75,616.9265458848741,606.5980578613281,541.2200575764974,521.7114031982422,654.2961435429054,399.83497257584986,682.2000122070312,True,True,True,True,True,True,True,True,False,45.82086350238652,noise,58.29208794024817,False,False,False,False,,Auto Components,Auto Components & Equipments,90.15059015059015,True,True,41586.14,148.12,2215574.0,0.3562,77.0,57.5,77.5,90.0,29.5,72.72727272727273,actionable,unknown,1.0,67.0,B
42,RADICO.NS,2026-07-10,4073.699951171875,3978.74169921875,3699.5388929578994,3633.819990234375,3171.759991861979,3161.460997314453,4000.657491095649,2500.0,4161.7998046875,True,True,True,True,True,True,True,True,False,54.864969190587345,noise,82.00921578677269,False,False,False,False,,Beverages,Breweries & Distilleries,92.47049247049247,True,True,54580.41,170.33,418127.0,0.3121,57.3,62.5,86.5,89.8,45.4,65.9090909090909,actionable,unknown,1.0,67.0,B
43,ALIVUS.NS,2026-07-10,1160.0999755859375,1139.5166625976562,1082.6749996609158,1082.760001220703,986.9256685384115,971.3090008544922,1139.085188942235,819.0,1193.9000244140625,True,True,True,True,True,True,True,True,False,14.22840671588399,noise,75.11467002798658,False,True,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,76.51607651607651,True,True,14239.0,12.04,103825.0,0.0846,35.2,73.8,73.5,94.3,79.0,57.95454545454546,actionable,unknown,1.0,66.9,B
44,AZAD.NS,2026-07-10,2479.5,2171.5000203450522,2124.0694546169707,2122.082009277344,1801.4473388671875,1763.7515032958984,2259.567335029284,1360.0,2520.0,True,True,True,True,True,True,True,True,False,53.09335869204175,ppv,175.07569840386444,False,False,True,False,,Electrical Equipment,Heavy Electrical Equipment,91.94139194139194,True,True,16013.04,143.17,577434.0,0.8941,81.2,53.9,90.0,96.8,0.0,79.54545454545455,extended,unknown,1.0,66.8,B
45,NAVINFLUOR.NS,2026-07-10,7712.0,7601.291666666667,7349.827745225694,7248.36216796875,6511.723395182292,6207.119252929688,7592.180968498082,4488.291781017636,7810.0,True,True,True,True,True,True,True,True,False,58.19122756587139,noise,55.39487837817128,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,93.2030932030932,True,True,39551.73,152.52,197771.0,0.3856,54.1,63.8,51.2,91.5,100.0,52.27272727272727,actionable,unknown,1.0,66.6,B
46,CCL.NS,2026-07-10,1214.0,1184.2583109537761,1134.633327907986,1132.6480004882812,1053.140391438802,1019.5334344482421,1188.8935451664636,813.3032507787244,1236.199951171875,True,True,True,True,True,True,True,True,False,37.04688284834508,noise,43.58634449399938,False,True,True,False,,Agricultural Food & other Products,Tea & Coffee,87.26088726088726,True,True,16185.9,48.06,395911.0,0.2969,46.4,67.5,75.0,96.4,100.0,25.0,actionable,unknown,1.0,66.6,B
47,NAM-INDIA.NS,2026-07-10,1212.699951171875,1186.1749877929688,1128.8861660427517,1111.1466772460938,961.5594307454427,936.6646438598633,1191.9857625486907,756.0128428011104,1233.5,True,True,True,True,True,True,True,True,False,57.16091997572925,noise,45.725642186498185,False,False,False,False,,Capital Markets,Asset Management Company,93.08099308099308,True,True,77527.41,132.0,1088483.0,0.1703,57.0,57.5,51.3,90.6,99.4,54.54545454545454,actionable,unknown,1.0,66.1,B
48,VIJAYA.NS,2026-07-10,1389.0999755859375,1359.3416849772136,1315.0861104329426,1299.9339990234375,1094.3613338216146,1073.5497497558595,1357.6102533689043,848.0,1427.800048828125,True,True,True,True,True,True,True,True,False,37.80484208824555,noise,53.874219822341495,False,False,False,False,,Healthcare Services,Healthcare Service Provider,87.7085877085877,True,True,14293.38,42.9,308862.0,0.3002,41.3,55.4,91.5,88.6,100.0,29.545454545454547,actionable,unknown,1.0,65.9,B
49,FEDERALBNK.NS,2026-07-10,329.8500061035156,328.16665903727215,313.5416666666667,306.3919995117187,286.0790010579427,271.0945008850098,327.90844464339057,183.99616636888095,334.29998779296875,True,True,True,True,True,True,True,True,False,55.43175082889071,noise,43.776352525561855,False,True,False,False,,Banks,Private Sector Bank,92.67399267399267,True,True,81360.89,378.27,11468012.0,0.4649,58.1,55.0,60.0,91.3,100.0,40.909090909090914,actionable,unknown,1.0,65.5,B
50,NYKAA.NS,2026-07-10,330.1000061035156,312.44583384195965,287.52221934000653,282.6949981689453,264.5601328531901,262.35549949645997,315.4295877963822,200.13999938964844,330.95001220703125,True,True,True,True,True,True,True,True,False,62.93993389138368,ppv,139.46539330094512,False,False,True,False,,Retailing,E-Retail/ E-Commerce,93.85429385429386,True,True,94536.94,221.35,6705511.0,0.2341,78.1,59.7,80.1,99.5,28.8,47.72727272727273,actionable,unknown,1.0,65.4,B
51,THELEELA.NS,2026-07-10,501.0,485.5500030517578,451.68472459581164,441.55800170898436,430.2410005696615,430.1344999694824,487.85494397450407,384.5,511.0,True,True,True,True,True,True,True,True,False,23.23207847570492,noise,75.00153441543848,False,False,False,False,,Leisure Services,Hotels & Resorts,81.6035816035816,True,True,16731.29,20.36,406438.0,0.1217,27.1,41.0,71.2,90.1,100.0,86.36363636363636,actionable,unknown,1.0,65.2,B
52,BHARATFORG.NS,2026-07-10,2117.0,2129.957560221354,2021.9331970214844,1990.4098779296876,1749.2351204427084,1637.598251953125,2117.173723125897,1095.9181470372112,2231.230381760876,True,True,True,True,True,True,True,False,False,62.75080732732543,noise,37.525453118798545,False,False,False,False,,Auto Components,Auto Components & Equipments,93.77289377289377,True,True,101211.36,268.74,1269426.0,0.2655,58.3,55.0,76.0,83.8,50.0,72.72727272727273,watch — approaching pivot,unknown,1.0,64.8,B
53,ACCENTMIC.NS,2026-07-10,513.4500122070312,490.5166651407878,467.30138736301,461.1810003662109,390.7116678873698,362.82175079345706,493.7403202470378,238.0,519.75,True,True,True,True,True,True,True,True,False,91.11566539761557,ppv,143.6642453591606,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.13349613349614,True,True,1142.23,2.86,55750.0,0.2506,61.6,57.5,88.8,97.6,30.6,57.95454545454546,actionable,unknown,1.0,64.8,B
54,SANGAMIND.NS,2026-07-10,558.75,547.8833312988281,533.1306855943468,525.1468145751953,477.5431760660807,467.2137208557129,550.4532435557292,338.59289311880764,574.9000244140625,True,True,True,True,True,True,True,True,False,24.202262285727237,noise,38.78079147820517,False,False,False,False,,Textiles & Apparels,Other Textile Products,82.09198209198209,True,True,2755.2,3.39,60728.0,0.1232,30.5,73.8,73.7,88.4,100.0,34.090909090909086,actionable,unknown,1.0,64.8,B
55,SKYGOLD.NS,2026-07-10,623.8499755859375,555.2999928792318,527.0138871934679,510.78799926757813,403.2436653645833,385.3814990234375,574.7603763629081,246.0500030517578,638.0,True,True,True,True,True,True,True,True,False,96.02512979919481,green,101.18791962425058,False,False,True,False,,Consumer Durables,"Gems, Jewellery And Watches",96.41839641839643,True,True,9661.81,92.57,1483814.0,0.9581,82.3,55.8,72.0,95.6,0.0,84.0909090909091,extended,unknown,1.0,64.7,B
56,CUPID.NS,2026-07-10,212.24000549316406,198.4383316040039,164.82305399576822,153.46679901123048,109.79159978230794,95.59154981613159,201.4645114987183,21.290000915527344,226.0,True,True,True,True,True,True,True,True,False,881.50203524608,ppv,388.07832456011954,False,False,False,False,,Personal Products,Personal Care,99.95929995929997,True,True,28539.08,515.43,24285472.0,1.8061,70.0,43.8,100.0,81.8,0.0,93.18181818181817,extended,unknown,1.0,64.6,B
57,SURYODAY.NS,2026-07-10,184.30999755859375,177.74833170572916,171.9497210184733,170.35599853515626,146.75446619669597,145.94644962310792,178.5228743010207,115.41000366210938,190.77999877929688,True,True,True,True,True,True,True,True,False,33.92675780990133,ppv,138.9995740295306,False,False,True,False,,Banks,Other Bank,86.20268620268621,True,True,1959.03,10.39,563747.0,0.5304,49.8,55.4,95.0,93.2,59.8,40.909090909090914,actionable,unknown,1.0,64.4,B
