symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
THERMAX.NS,5125.10009765625,4775.1165771484375,4681.436089409723,4516.613984375,3549.4833251953123,3465.462492675781,4833.62429678925,2742.699951171875,5277.7998046875,True,True,True,True,True,True,True,True,False,47.96498897579453,ppv,274.5481392432921,False,False,True,False,,Electrical Equipment,Heavy Electrical Equipment,90.19607843137256,True,True,57733.57,161.18,314496.0,0.2792
THYROCARE.NS,524.4000244140625,530.9730224609375,504.4537599351671,477.21873046875,436.1781180826823,432.89650955200193,531.7676257464371,307.3204245232677,574.9000244140625,True,True,True,True,True,True,True,False,False,70.20814207847297,noise,56.20730805296766,False,True,False,False,,Healthcare Services,Healthcare Service Provider,94.15849673202614,True,True,8346.44,27.4,522556.0,0.3283
TIRUPATIFL.NS,57.97999954223633,48.19916661580404,44.766388999091255,44.77900001525879,39.588333218892416,39.38809994697571,49.42883358798368,30.110000610351562,58.029998779296875,True,True,True,True,True,True,True,True,False,36.809811422722724,ppv,1186.2863925394684,True,False,True,False,,Industrial Products,Castings & Forgings,87.45915032679738,True,True,687.2,1.75,301308.0,0.2542
TORNTPHARM.NS,4657.60009765625,4506.7917073567705,4450.790690104167,4380.795830078125,4132.305398763021,3994.2898889160156,4514.513759746065,3126.4074187075757,4742.89990234375,True,True,True,True,True,True,True,True,False,47.72095058814565,green,454.7204590531949,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.07352941176471,True,True,157634.35,199.28,427862.0,0.1264
TRIVENI.NS,412.29998779296875,404.9874979654948,385.9333326551649,392.6419989013672,377.09767761230466,371.0120417785645,406.9481532679543,316.27607066481727,435.0,True,True,True,True,True,True,True,True,False,7.704116111692327,noise,52.16461909868115,False,False,False,False,,Agricultural Food & other Products,Sugar,71.11928104575163,True,True,9085.57,20.13,488245.0,0.2216
TRITURBINE.NS,687.4000244140625,679.0333404541016,664.6777818467882,638.7010021972657,545.1692952473958,540.2695416259766,684.1531642397746,428.3500061035156,787.5999755859375,True,True,True,True,True,True,True,True,False,14.232180448992482,noise,55.778309308511254,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,76.10294117647058,True,True,21852.1,225.37,3278569.0,1.0313
UNIHEALTH.NS,575.0,536.7583312988281,471.7902772691515,476.045,372.88500061035154,320.7665005493164,550.5305531530618,133.64999389648438,600.0,True,True,True,True,True,True,True,True,False,224.95055660734894,noise,40.96045197740113,False,False,False,False,,Healthcare Services,Hospital,99.10130718954248,True,True,186.34,0.42,34428.0,0.2236
UNIPARTS.NS,663.7999877929688,664.3916727701823,610.0708380805122,586.0990026855469,508.1792539469401,491.32409957885744,661.7849144331832,310.005232163007,705.7999877929688,True,True,True,True,True,True,True,True,False,94.23778624232978,noise,44.14147004248345,False,False,False,False,,Auto Components,Auto Components & Equipments,96.0375816993464,True,True,2993.82,13.23,199293.0,0.4419
UFBL.NS,656.3499755859375,640.2749938964844,511.3902774386936,461.77840026855466,297.4045332845052,279.1263999938965,650.2799557921378,172.33999633789062,728.4000244140625,True,True,True,True,True,True,True,True,False,107.27932677633464,dry,16.58903395379943,False,False,False,False,,Leisure Services,Restaurants,96.73202614379085,True,True,2565.43,26.68,406564.0,1.0402
UNIVCABLES.NS,1223.5999755859375,1233.1666564941406,1152.0611080593533,1080.1989965820312,877.3693310546874,841.8557473754882,1240.9967719878643,576.0,1391.0,True,True,True,True,True,True,True,False,False,76.93660225300142,noise,43.573294773773405,False,False,False,False,,Industrial Products,Cables - Electricals,94.8937908496732,True,True,4245.33,36.41,297587.0,0.8577
UCL.NS,185.89999389648438,162.1874974568685,153.90833240085178,143.52899932861328,88.19999979654948,76.95800003051758,167.30186959441113,38.0,186.3000030517578,True,True,True,True,True,True,True,True,False,276.6970610829288,noise,39.308176100628934,False,False,True,False,,Chemicals & Petrochemicals,Dyes And Pigments,99.4281045751634,True,True,67.03,0.18,29428.0,0.2619
VMARCIND.NS,1580.5,1540.5208435058594,1331.0388929578994,1221.4050048828126,854.2940006510416,773.4370016479493,1564.2682641145707,271.3500061035156,1708.0,True,True,True,True,True,True,True,True,False,453.3963467168654,noise,30.50352294208627,False,False,False,False,,Industrial Products,Cables - Electricals,99.75490196078431,True,True,441.28,0.96,53226.0,0.218
VTL.NS,632.9000244140625,638.6833343505859,618.183337741428,611.9670031738282,524.0366668701172,499.3417391967773,637.9913140802803,379.293213735748,670.0499877929688,True,True,True,True,True,True,True,False,False,33.86020591327785,noise,79.03602727240091,False,False,False,False,,Textiles & Apparels,Other Textile Products,86.3562091503268,True,True,18308.65,34.21,540596.0,0.1869
VENUSREM.NS,1930.0,1808.9583333333333,1413.6180623372395,1291.2000036621093,952.5710017903646,829.415500793457,1807.5174386108133,416.0,2044.300048828125,True,True,True,True,True,True,True,True,False,345.36747959315244,noise,96.21637868626695,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.59150326797386,True,True,2582.86,16.81,87115.0,0.651
VIJAYA.NS,1311.300048828125,1310.758321126302,1295.4388834635417,1243.0969995117186,1070.724999186198,1058.5807495117188,1318.2057795555604,848.0,1427.800048828125,True,True,True,True,True,True,True,False,False,40.829702194860815,red,303.31968218985435,False,False,False,False,,Healthcare Services,Healthcare Service Provider,88.48039215686273,True,True,13492.85,33.79,257647.0,0.2504
VINDHYATEL.NS,2062.5,2170.374989827474,1979.2861022949219,1813.2179907226562,1439.5836645507814,1439.145747680664,2156.1931093856624,963.9000244140625,2484.89990234375,True,True,True,True,True,True,True,False,False,22.556655433515527,noise,44.46251894416908,False,False,False,False,,Construction,Civil Construction,80.88235294117648,True,True,2444.24,21.44,103960.0,0.8772
VISHNU.NS,603.1500244140625,604.2541758219401,597.9736158582899,596.7530041503907,542.3300014241537,528.8995008850097,607.3598574820084,443.70001220703125,652.0,True,True,True,True,True,True,True,False,False,10.902344871826664,noise,64.37641751090428,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,73.32516339869281,True,True,4060.12,7.99,132534.0,0.1969
VIYASH.NS,269.79998779296875,258.0874989827474,248.1024979485406,237.1219989013672,216.543532816569,214.1619492340088,262.69110856518813,166.0,278.8999938964844,True,True,True,True,True,True,True,True,False,47.26269194145909,green,116.90719978645163,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,89.91013071895425,True,True,11775.78,56.29,2086472.0,0.478
IDEA.NS,14.430000305175781,14.630000034968058,13.964444478352865,12.892000045776367,11.285400053660075,10.695650033950805,14.489802308826867,6.119999885559082,15.34000015258789,True,True,True,True,True,True,True,False,False,110.34985458204703,ppv,188.18118916419863,False,False,False,False,,Telecom - Services,Telecom - Cellular & Fixed line services,96.93627450980392,True,True,156339.0,761.63,527812322.0,0.4872
VOLTAMP.NS,10080.0,10114.125,9629.944444444445,10008.98,8759.956666666667,8422.515,10178.140086902822,6666.0,12863.0,True,True,True,True,True,True,True,False,False,18.251157001795537,noise,52.07804528765661,False,False,False,False,,Electrical Equipment,Heavy Electrical Equipment,78.55392156862744,True,True,10198.06,73.81,73226.0,0.7238
WALCHANNAG.NS,274.1000061035156,280.3958333333333,255.59166632758246,248.30600006103515,194.8624005126953,192.3540001678467,280.4066046898287,131.14999389648438,315.79998779296875,True,True,True,True,True,True,True,False,False,19.116946406711357,noise,53.09537717361281,False,False,False,False,,Industrial Manufacturing,Industrial Products,79.16666666666666,True,True,1861.42,65.28,2381625.0,3.507
WELCORP.NS,1510.800048828125,1412.750020345052,1368.4250081380208,1326.1550024414062,987.6416682942709,960.9660006713867,1428.284864318732,710.0,1525.0,True,True,True,True,True,True,True,True,False,66.42377068661631,ppv,223.40196439628008,False,False,True,False,,Industrial Products,Iron & Steel Products,93.75,True,True,39840.39,135.64,897770.0,0.3404
WELINV.NS,1715.0,1763.066670735677,1789.4583401150173,1702.49400390625,1427.6193318684896,1345.6934982299804,1764.764462365087,865.0,1978.699951171875,True,True,True,True,True,True,True,False,False,51.85726631022516,dry,10.372502495883413,False,False,False,False,,Finance,Investment Company,91.13562091503267,True,True,628.81,0.23,1312.0,0.0358
WELSPUNLIV.NS,162.0399932861328,154.94249725341797,144.9763878716363,141.06419982910157,132.45526707967122,130.678150138855,159.07315240431797,107.0999984741211,171.0,True,True,True,True,True,True,True,True,False,24.94898536080172,noise,80.71357133407136,False,False,False,False,,Textiles & Apparels,Other Textile Products,82.3937908496732,True,True,15255.17,41.6,2566999.0,0.2727
WHEELS.NS,1772.0,1604.0625,1540.3548923068577,1430.4734814453125,1060.2598701985678,1011.8172027587891,1621.1686719058025,697.4556123989075,1796.5,True,True,True,True,True,True,True,True,False,140.650429147231,ppv,346.995887511904,True,False,True,False,,Auto Components,Auto Components & Equipments,97.91666666666666,True,True,4329.53,38.86,219323.0,0.8977
WOCKPHARMA.NS,1949.699951171875,1968.2666625976562,1826.9499884711372,1724.6419897460937,1473.1826595052082,1457.417494506836,1966.8304801453185,1086.699951171875,2422.300048828125,True,True,True,True,True,True,True,False,False,12.640818283648692,noise,32.65082206854354,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,74.59150326797386,True,True,31681.1,455.81,2337842.0,1.4387
ZIMLAB.NS,124.0,117.94916725158691,108.38194550408258,102.43160079956054,81.32013371785482,79.17725021362304,120.13957331937665,59.310001373291016,133.89999389648438,True,True,True,True,True,True,True,True,False,10.320283199863045,noise,44.78275820966458,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,72.95751633986927,True,True,664.01,1.19,96004.0,0.1793
CUBEINVIT.NS,148.0,148.29166666666666,147.29982164171008,146.47231018066407,138.42304545084636,135.0243306350708,148.34620208078954,108.5480728149414,150.0,True,True,True,True,True,True,True,False,False,36.34511987358666,dry,8.19672131147541,False,False,False,False,BSE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",87.2140522875817,True,True,,,,
INDUSINVIT.NS,125.5199966430664,125.54250081380208,124.81250021192763,125.00185928344726,118.69246114095053,116.17456062316894,125.52643084312157,95.91564013008863,130.10655070519468,True,True,True,True,True,True,True,False,False,28.012824503032995,red,151.33871827463201,False,False,False,False,BSE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",84.06862745098039,True,True,,,,
